VOTER_ID,uplift_score,uplift_decile,MOVED_A
154496,0.03533760966286509,8,1
370581,0.027755235046563187,6,0
352503,0.019809180362374057,4,1
181216,3.155824426465115e-05,0,0
514012,0.02920535801152868,7,1
18919,0.02041907292004147,4,1
439855,0.034064572484474975,8,0
359464,0.027876524564149463,7,0
212094,0.00827006310715861,1,0
82336,0.027649196203061444,6,1
520255,0.018690274080635505,4,1
92629,0.00779448013359707,1,1
338949,0.03658023888875073,9,0
124046,0.026138147068689888,6,1
598636,0.016660031755265425,3,1
85155,0.02335139920253304,5,1
417090,0.011192184640659797,1,0
546951,0.02679777055582727,6,1
310662,0.007332835777513036,0,1
512160,0.04276448464058091,9,0
559913,0.02946142897179349,7,0
597349,0.025920678287746857,6,0
565454,0.018483782502187684,4,0
174904,0.012832360434106405,2,0
627267,0.022188805987985283,5,1
382202,0.023863432743821023,5,0
250066,0.009962028032739545,1,0
132111,0.029853604752971108,7,0
606670,0.008450978898367933,1,1
189406,0.014179029162414092,2,0
403773,0.01770987305174304,3,0
113811,0.026201438119945575,6,0
29754,0.008450978898367933,1,0
360047,0.01142697308195334,2,1
192489,0.02004288557195183,4,1
329416,0.022338214041798754,5,1
424154,0.023863432743821023,5,1
163636,0.03506918975437928,8,0
422580,0.01424998689647039,2,0
150747,0.01844208480285725,4,0
185602,0.005876178347719141,0,1
363244,0.03332281108251467,8,0
133363,0.013425394881860786,2,0
22704,0.04276448464058091,9,0
540094,0.02041375803314227,4,1
291559,0.01890270889877077,4,1
76667,0.031143363023872883,7,1
150696,0.03980501546313503,9,1
294866,0.03980501546313503,9,1
418421,0.034677013973201776,8,0
421030,0.02105607073268606,5,0
601634,0.011000771527675313,1,0
204282,0.03192838399670328,8,1
401219,0.034064572484474975,8,0
515604,0.004407642333068229,0,0
313960,0.024830583052322552,6,1
432901,0.016676992143652036,3,0
133960,-0.005809664031996675,0,0
290756,0.02920535801152868,7,0
455292,0.004838778090975104,0,0
255355,0.022432197318517588,5,1
391815,0.04276448464058091,9,1
292184,0.03938163082389451,9,1
327979,0.030016083528848436,7,0
195797,0.027755235046563187,6,1
187977,0.02574476640233958,6,1
616875,0.005167868828724553,0,0
418212,0.028144278846533588,7,1
595986,0.017376488943522672,3,1
353258,0.02426634238637515,6,1
41468,0.03343943313107489,8,1
290389,0.0250411236036836,6,1
447917,0.023863432743821023,5,1
426113,0.02039814465668144,4,1
548624,0.018690274080635505,4,1
46461,0.021805399142524773,5,0
79094,0.026960174744679932,6,0
331609,0.03688380600253277,9,0
623764,0.016401269020804687,3,0
343481,0.00998595945623898,1,1
421834,0.03447331504624884,8,0
24024,0.017941341866464233,3,0
406748,0.024109498950888986,5,0
49567,0.017170308226627795,3,0
491300,0.00920180153708322,1,0
74843,0.03214687072888134,8,0
411714,0.030056579314388432,7,1
175643,0.007558779619404543,0,1
254871,0.01890270889877077,4,1
188504,0.03421540426815822,8,0
386020,0.018695876417163193,4,0
197570,0.02920535801152868,7,0
241422,0.03034302856136628,7,0
141757,0.00998595945623898,1,0
228720,0.014122054465979583,2,1
264213,0.01770987305174304,3,1
302611,0.026649769100275778,6,0
113972,0.015046421640537766,2,0
486648,0.021648732020977446,5,0
508552,0.025525258243931537,6,0
135213,0.025973299648600512,6,1
429897,0.020941104525908638,5,0
478072,0.014805187461337077,2,0
530395,0.03980501546313503,9,1
25552,0.01569222356799449,2,0
360521,0.03152713266321994,7,0
314001,0.03034302856136628,7,0
290940,0.037593424049485014,9,1
266905,0.013403961199137615,2,0
93250,0.0076179177109889085,1,0
333261,0.01770987305174304,3,0
362040,0.014229496819825271,2,1
626405,0.0373735426411721,9,1
1352,0.025188252959211177,6,1
293619,0.01867367192375058,4,1
187381,0.012753960219436644,2,0
58685,0.03034302856136628,7,0
338308,0.013767145380170986,2,0
528350,0.029853604752971108,7,0
185520,0.037316096258307285,9,1
529513,0.01931598442165422,4,1
411804,0.03136465388734255,7,0
347177,0.0454527562455192,9,1
281637,0.03612770473601307,8,0
234088,0.025238919571984708,6,0
598014,0.010609452206409964,1,0
504672,0.026138147068689888,6,0
338364,0.009832750758834441,1,1
84307,0.018690274080635505,4,0
41520,0.022537824471060453,5,0
454874,0.01553694661191457,2,1
345838,0.027876524564149463,7,1
53703,0.027649196203061444,6,0
463337,0.008343826308793878,1,0
498299,0.03343943313107489,8,1
182950,0.009962028032739545,1,0
527498,0.022352383609449522,5,0
237198,0.02424143895734776,5,0
18286,0.018691303600196163,4,0
585371,0.01553694661191457,2,1
77547,0.004838778090975104,0,0
146103,0.016949646556086828,3,0
50632,0.03447331504624884,8,0
603486,0.008343826308793878,1,0
590155,0.0033880219912403864,0,0
265160,-0.00040937535849538964,0,1
305385,0.025188252959211177,6,0
531936,0.01657543351586105,3,1
591331,0.017160148959888544,3,1
57809,0.03872046347955138,9,0
390599,0.017878415603155173,3,0
406851,0.024409629153375356,6,1
580307,0.020724708445000517,4,0
586492,0.01931598442165422,4,0
295667,0.03938163082389451,9,1
383818,0.02273038982297626,5,0
263337,0.0041759258027181945,0,0
489674,0.028621773388671112,7,0
10281,0.03343943313107489,8,1
20631,0.018668863611300823,4,1
502207,0.027876524564149463,7,1
488269,0.019586931409069586,4,0
125510,0.0167870491650865,3,1
95761,0.0026118558980272044,0,1
60478,0.008831397371039384,1,1
621048,0.0329654087697267,8,1
31219,0.03447331504624884,8,1
600096,0.03192838399670328,8,0
83216,0.006366838191609658,0,0
269254,0.028831979426994725,7,0
600044,0.024648479433210357,6,0
431766,-0.005809664031996675,0,0
80629,0.01167519550411833,2,1
52119,0.02365484732573203,5,0
59202,0.04053921486829415,9,0
26060,0.01626256621147315,3,1
174332,0.0010422510936470841,0,0
1875,0.023863432743821023,5,1
576377,0.009600321891382768,1,1
144806,0.02259844981651743,5,0
201783,0.02004288557195183,4,1
76772,0.02920535801152868,7,0
304273,0.018891600763889294,4,0
125031,0.016627712816715934,3,0
209001,0.009844582531773671,1,1
555989,0.0065695697614327475,0,0
423317,0.04276448464058091,9,0
101824,0.004899071125611998,0,0
377454,0.017878415603155173,3,0
94286,0.03192838399670328,8,0
294606,0.03980501546313503,9,1
629066,0.007332835777513036,0,0
630598,0.011000771527675313,1,0
218781,0.020857454022986444,4,0
327447,0.027110724254299612,6,0
75499,0.026929710562286047,6,0
122794,0.01859742457502689,4,0
471559,0.01641008173097147,3,0
72454,0.022433671597916482,5,1
453219,0.016702820627848836,3,1
246800,0.0205991013327122,4,1
409849,0.008632738685781072,1,1
414841,0.01994249160346151,4,1
565611,0.010480901152905786,1,1
604386,0.01512767930090686,2,1
493976,0.011192184640659797,1,0
435058,0.03370600871526175,8,0
378472,-0.00040937535849538964,0,1
182856,0.04501139114450892,9,0
574553,0.03370600871526175,8,0
457932,3.155824426465115e-05,0,0
102480,0.033020460024966225,8,0
520932,0.013425394881860786,2,1
442633,0.017730801315103184,3,0
352428,0.020941104525908638,5,0
431208,0.030056579314388432,7,0
380050,0.04276448464058091,9,0
501729,0.01770987305174304,3,0
48006,0.025188252959211177,6,1
520687,0.018531836437580274,4,0
242397,0.02920535801152868,7,0
56745,0.003545318638804029,0,0
128805,0.027981800070656093,7,0
297274,0.022352383609449522,5,0
543130,0.027755235046563187,6,1
280345,0.023863432743821023,5,0
203581,0.04276448464058091,9,1
550662,0.02328502804366217,5,1
508637,0.015867486321059665,2,0
254239,0.007558779619404543,0,0
114425,0.019703459241369736,4,1
470777,0.01434794749841678,2,0
40079,0.03506918975437928,8,0
97455,0.008831397371039384,1,0
214459,0.016694199659477882,3,1
73674,0.02259844981651743,5,1
530852,0.011938559828194362,2,0
196917,0.027981800070656093,7,0
309493,0.025188252959211177,6,1
564156,0.011707246200227173,2,0
93171,0.03380687612076699,8,0
228138,0.03343943313107489,8,0
197979,0.012309369751308141,2,0
7317,0.017170308226627795,3,0
584568,0.03658023888875073,9,0
313886,0.024409629153375356,6,1
540260,0.03192838399670328,8,0
593624,0.005167868828724553,0,0
329618,0.02039814465668144,4,1
63015,0.02424143895734776,5,0
177526,0.03748380722710187,9,1
249099,0.024409629153375356,6,1
578879,0.022338214041798754,5,0
225597,0.03152713266321994,7,0
10602,0.010715689594199329,1,1
31983,0.030963214481040335,7,1
543466,0.01770987305174304,3,0
247319,0.025920678287746857,6,0
512910,0.03343943313107489,8,1
530179,0.02141146987916892,5,0
360920,0.006579174216053085,0,0
328796,0.012753960219436644,2,0
187937,0.020827164907427254,4,1
92038,0.037593424049485014,9,1
185030,0.03658023888875073,9,1
469496,0.02920535801152868,7,0
359576,0.024648479433210357,6,0
155273,0.005655554703855592,0,0
329336,0.02424143895734776,5,1
154599,0.00544854355435298,0,0
223153,0.02144604753968371,5,0
16647,0.019475320770024784,4,1
494045,0.02265090114943652,5,0
21720,0.006579174216053085,0,1
309289,0.03303130016630457,8,0
552392,0.014961246003952933,2,0
256928,0.03690992157755202,9,1
124883,0.008470388389584915,1,0
12227,0.004782231263868342,0,0
529707,0.02196020782827196,5,0
279908,0.020941104525908638,5,1
49467,0.025188252959211177,6,1
41650,0.011192184640659797,1,1
321340,0.03973364864028567,9,1
40309,0.03938163082389451,9,0
163236,0.04053921486829415,9,1
46992,0.03365902942814847,8,1
151554,0.015906110037723187,2,0
540593,0.016627712816715934,3,1
93309,0.019401557568389516,4,0
292070,0.021637715988702177,5,0
443569,0.004838778090975104,0,0
465978,0.017878415603155173,3,0
461877,0.0454527562455192,9,1
160902,0.019642875927213477,4,0
231321,0.026960174744679932,6,0
66141,0.03380687612076699,8,0
389720,0.007098047336219382,0,0
183408,0.01569222356799449,2,1
231159,0.003149473673090264,0,0
327120,0.03152713266321994,7,0
389890,0.04276448464058091,9,1
227694,0.004838778090975104,0,0
264907,0.010480901152905786,1,0
28282,0.01770987305174304,3,0
2590,0.014661433498235676,2,0
4921,0.007558779619404543,0,0
135506,0.014495561786468658,2,0
208516,0.021637715988702177,5,0
424342,-0.005809664031996675,0,0
520335,0.011192184640659797,1,1
356595,0.022742424669810857,5,0
33828,0.025122684111623217,6,1
288704,0.00827006310715861,1,0
148532,0.03060442739168623,7,1
492741,0.01626256621147315,3,1
387028,0.03506918975437928,8,0
256778,0.034368820872598516,8,1
572833,0.014111088334846755,2,0
542866,0.006798553123748274,0,0
221704,0.0208301253442304,4,0
83018,0.03152713266321994,7,1
142305,0.028670956190467334,7,0
116913,0.007558779619404543,0,0
132921,0.018690274080635505,4,1
120139,0.023863432743821023,5,0
130032,0.03658023888875073,9,0
624394,0.030016083528848436,7,0
603977,0.028621773388671112,7,0
433876,0.03585140659591812,8,0
467242,0.03658023888875073,9,0
79652,0.004895328208199268,0,0
466944,0.02920535801152868,7,1
449553,0.017878415603155173,3,1
35050,0.011000771527675313,1,1
269053,0.022622569944853232,5,0
309658,0.010850735303887638,1,1
553076,0.03658023888875073,9,0
45052,0.017659484010876636,3,0
222242,0.010480901152905786,1,0
425741,0.005167868828724553,0,1
3647,0.013425394881860786,2,0
106671,0.0208301253442304,4,1
26613,0.025188252959211177,6,0
170289,0.03980501546313503,9,1
168100,0.020858585140661412,5,0
581358,0.01770987305174304,3,0
303339,0.025188252959211177,6,0
220588,0.009798504856857293,1,0
25065,0.017881591714381806,3,1
195235,0.02424143895734776,5,0
356627,-0.0012993322752016812,0,0
488446,0.01764089797745022,3,0
248992,0.02328502804366217,5,1
24327,0.01844208480285725,4,0
580798,0.022338214041798754,5,0
430569,0.01851053311759321,4,0
33055,0.04276448464058091,9,0
126412,0.01530742026394899,2,1
316513,0.02806686952605375,7,1
208972,0.025188252959211177,6,0
306316,0.011728874754933616,2,1
308869,0.005851963251709336,0,1
367936,0.024993943763624238,6,0
407654,0.007558779619404543,0,1
331886,0.02920535801152868,7,0
161987,0.03034302856136628,7,0
299236,0.011000771527675313,1,1
7960,0.03343943313107489,8,1
157811,0.014327019235056693,2,1
569963,0.018141853739292058,3,1
38492,0.02426634238637515,6,1
391978,0.03192838399670328,8,1
58607,0.012029738039797011,2,1
301280,0.027067956891230927,6,1
21814,0.02296978522575599,5,0
144441,0.017170308226627795,3,0
234783,0.013840901999442934,2,1
39225,0.027649196203061444,6,1
471043,0.013465243707190655,2,0
521439,0.0167870491650865,3,1
65796,0.0027343452432533333,0,0
518287,0.018690274080635505,4,1
105151,0.03343943313107489,8,1
383990,0.03980501546313503,9,0
341224,0.01780023432582073,3,0
610283,0.022338214041798754,5,0
156530,0.01994249160346151,4,0
223198,0.027755235046563187,6,0
509572,0.025188252959211177,6,1
455642,0.017878415603155173,3,0
208354,0.016627712816715934,3,0
96764,0.03034302856136628,7,0
248346,0.04276448464058091,9,1
52913,0.0031010194311349992,0,1
261702,0.024830583052322552,6,1
393618,0.014080193306818811,2,0
254048,0.004616469138905566,0,1
39050,0.024962606799218023,6,0
281886,0.03980501546313503,9,1
604321,0.01151966897597767,2,0
282664,0.03658023888875073,9,1
616364,0.021805399142524773,5,1
605430,0.011000771527675313,1,1
55134,0.03683340980604549,9,1
281420,0.04053921486829415,9,0
89898,0.01846725514832398,4,0
61106,0.016627712816715934,3,0
588930,0.00998595945623898,1,0
495316,0.030963214481040335,7,1
387759,0.020827164907427254,4,0
67825,0.0022727008871692433,0,1
562896,0.04053921486829415,9,0
566821,0.03229582698639544,8,0
378537,0.02041907292004147,4,0
101530,0.03872046347955138,9,0
263067,0.022537824471060453,5,1
301893,0.024325987593640463,6,0
63855,0.01770987305174304,3,0
587030,0.03658023888875073,9,1
612351,0.016129358890129675,3,1
350246,0.023863432743821023,5,0
457249,0.01931598442165422,4,0
32570,0.013186244638489941,2,0
158577,0.03380687612076699,8,0
51780,0.02041907292004147,4,0
434045,0.023876406332292155,5,0
299770,0.011962668133691512,2,1
24329,0.04276448464058091,9,0
341188,0.03872046347955138,9,1
363545,0.013871103929042172,2,1
514771,0.03447331504624884,8,1
321372,0.020449158693900515,4,0
612635,0.021637715988702177,5,0
298799,0.022595275281213245,5,1
467741,0.005655554703855592,0,0
169977,0.026504992897995794,6,1
564883,0.023863432743821023,5,1
247533,0.01569222356799449,2,1
600777,0.009600321891382768,1,1
456740,0.030016083528848436,7,0
391929,0.014122054465979583,2,0
41062,0.019315186785736127,4,1
155927,0.01553694661191457,2,0
114774,0.013840901999442934,2,0
329967,0.010247051224342885,1,0
240001,0.02062961347140252,4,1
379291,0.030056579314388432,7,1
37774,0.01266179696246822,2,0
455872,0.017941341866464233,3,0
86657,0.023481212461691436,5,0
436325,0.04354067986835969,9,0
493047,0.01097521319347372,1,0
268816,0.04276448464058091,9,1
444791,0.00998595945623898,1,0
176096,0.04276448464058091,9,0
630181,0.021805399142524773,5,0
238059,0.006579174216053085,0,0
420275,0.0041625163425557665,0,0
596940,0.025188252959211177,6,1
314198,0.03380687612076699,8,1
302043,0.027981800070656093,7,1
59866,0.017730801315103184,3,0
152027,0.04276448464058091,9,1
336060,0.017881591714381806,3,0
422922,0.0373735426411721,9,0
172864,0.03585140659591812,8,0
180581,0.018183493387362026,3,0
309268,0.024409629153375356,6,0
613602,0.025463844112015688,6,0
385444,0.01589012961988906,2,0
260647,0.0313100449936094,7,1
133636,0.020827164907427254,4,0
350286,0.025188252959211177,6,1
183647,0.021637715988702177,5,0
599579,0.03343943313107489,8,0
529399,0.02818812487939759,7,1
620592,0.02424143895734776,5,1
51496,0.018690274080635505,4,0
283082,0.02426634238637515,6,0
279070,0.03360477463521516,8,1
66989,0.008450978898367933,1,0
103533,0.018690274080635505,4,1
71192,0.03658023888875073,9,0
185470,0.022338214041798754,5,1
1307,0.027876524564149463,7,1
496378,0.03612770473601307,8,1
250557,0.01188201300108771,2,0
622449,0.021426943193876558,5,1
38403,0.017941341866464233,3,0
443235,0.016298779564264065,3,1
287036,0.03405292549228078,8,0
200516,0.00827006310715861,1,1
496021,0.03380687612076699,8,1
12684,0.03435479246950396,8,0
238771,0.014122054465979583,2,0
170230,0.021805399142524773,5,1
257785,0.03343943313107489,8,0
572563,0.02004288557195183,4,0
528400,0.008632738685781072,1,0
3778,0.01589353959362777,2,0
546472,0.034677013973201776,8,0
468171,0.017878415603155173,3,0
202836,0.03152713266321994,7,0
559884,0.007558779619404543,0,0
324068,0.03461647020292191,8,0
328446,0.022537824471060453,5,0
284928,0.03192838399670328,8,0
510906,0.03980501546313503,9,1
362253,0.024978197340374597,6,0
597663,0.018531836437580274,4,0
327199,0.025920678287746857,6,0
108308,0.022338214041798754,5,0
542202,0.0005136746360960842,0,0
579274,0.015212820670780947,2,0
325243,0.0135809313810753,2,0
139595,0.02920535801152868,7,0
75712,0.017838195546027225,3,0
204132,0.01859742457502689,4,0
257983,0.038464435624561866,9,0
337458,0.014931997072338221,2,0
204420,0.03343943313107489,8,1
152272,0.02273038982297626,5,1
143188,0.03506918975437928,8,1
481831,0.025188252959211177,6,1
196219,0.021805399142524773,5,1
133573,0.02679777055582727,6,1
631453,0.030384809780881483,7,1
325841,0.033020460024966225,8,1
608436,0.031341220694567073,7,0
603713,0.017941341866464233,3,0
302349,0.018141853739292058,3,0
164898,0.03483118217572523,8,1
66285,0.04276448464058091,9,0
415270,0.016630804604920557,3,1
498661,0.00998595945623898,1,0
185385,0.023384660990328154,5,0
441684,0.03414513820110726,8,0
216612,0.02424143895734776,5,0
322642,0.00998595945623898,1,1
293827,0.016430292732092622,3,0
391778,0.03447331504624884,8,0
216750,0.018690274080635505,4,1
200951,0.04276448464058091,9,1
201879,0.016660031755265425,3,1
185553,0.028621773388671112,7,0
300932,0.0086140126441977,1,0
546121,0.018225218216852856,3,1
135147,0.016627712816715934,3,1
419825,0.025188252959211177,6,0
613226,0.01985857983156608,4,1
411203,0.0041759258027181945,0,1
478380,0.017941341866464233,3,0
62590,0.02920535801152868,7,0
195361,0.016627712816715934,3,0
150651,0.007028013047431614,0,1
53707,0.01746304712350516,3,1
564913,0.01746304712350516,3,0
346197,0.03980501546313503,9,0
202498,0.03483118217572523,8,1
354507,0.010480901152905786,1,0
243199,0.030056579314388432,7,1
470085,0.03658023888875073,9,1
514424,0.01530742026394899,2,1
285141,0.018141853739292058,3,1
451404,0.026649769100275778,6,0
448718,0.02826970485698399,7,0
386139,0.010480901152905786,1,1
13826,0.004223807299544746,0,0
200692,0.036752844089413206,9,1
406635,0.01553694661191457,2,1
238334,0.026960174744679932,6,1
10503,0.04276448464058091,9,0
297975,0.019401557568389516,4,1
279032,0.01770987305174304,3,0
424641,0.016627712816715934,3,0
311814,0.013186244638489941,2,0
226255,0.016627712816715934,3,0
565998,0.028769869441085782,7,0
599714,0.026960174744679932,6,0
39151,-0.0007013415670039103,0,0
443968,0.008566027242186747,1,0
311342,0.03214970057673178,8,0
529609,0.0193440970126737,4,1
397497,0.011937677083893983,2,0
231412,0.027694308877157237,6,0
297381,0.025920678287746857,6,1
70037,0.0454527562455192,9,0
127254,0.028831979426994725,7,0
234829,0.01569222356799449,2,0
100970,0.04276448464058091,9,1
519535,0.03612770473601307,8,0
197099,0.03658023888875073,9,0
144766,0.03421540426815822,8,1
219542,0.030016083528848436,7,1
110138,0.016937370370963767,3,1
602283,0.03192838399670328,8,1
482749,0.023863432743821023,5,1
357755,0.016401269020804687,3,0
393777,0.03034302856136628,7,1
527746,0.03587946998132385,8,0
235143,0.03034302856136628,7,0
306169,0.017730801315103184,3,0
265046,0.03295826052072165,8,1
218521,0.006579174216053085,0,0
7336,0.03421540426815822,8,0
298471,0.029357630758227615,7,1
113373,0.03380687612076699,8,1
578174,0.017878415603155173,3,0
137901,0.010715689594199329,1,0
572109,0.03506918975437928,8,1
300930,0.017170308226627795,3,0
111606,0.02920535801152868,7,1
447978,0.018225218216852856,3,0
216779,0.01882342021865374,4,0
456176,0.017061809769958802,3,0
347781,0.03380687612076699,8,0
181296,0.03319738507206427,8,1
125480,0.04276448464058091,9,0
158676,0.03136465388734255,7,0
286201,0.017881591714381806,3,1
459136,0.004838778090975104,0,0
83564,0.006366838191609658,0,0
240590,0.03545923081474056,8,1
257692,0.008450978898367933,1,0
29422,0.03872046347955138,9,1
9389,0.02004288557195183,4,0
362517,0.009225732960582655,1,0
157068,0.010247051224342885,1,0
39512,0.0376896734097924,9,0
273143,0.021805399142524773,5,0
35455,0.01814860193855894,3,0
314989,0.027551989936674848,6,0
266808,0.004838778090975104,0,0
300644,0.024109498950888986,5,0
190029,0.025822504194842333,6,1
326040,0.004782231263868342,0,1
596588,0.034368820872598516,8,1
229437,0.018690274080635505,4,1
138009,0.017170308226627795,3,1
555548,0.007558779619404543,0,0
58967,0.03343943313107489,8,0
433584,0.007098047336219382,0,1
254515,0.007558779619404543,0,0
594299,0.011192184640659797,1,1
494891,0.010480901152905786,1,0
346826,0.011462370976063452,2,0
310348,0.019401557568389516,4,0
518559,0.02920535801152868,7,1
513561,0.013465243707190655,2,0
149430,0.030443506651501473,7,1
429687,0.027649196203061444,6,0
480254,0.017170308226627795,3,0
191868,0.008831397371039384,1,0
543018,0.024409629153375356,6,0
331927,0.04200425814492459,9,0
178744,0.02328502804366217,5,1
568318,0.010740224623116024,1,0
77045,0.03658023888875073,9,1
293343,0.019341022010281483,4,0
236668,0.010715689594199329,1,1
452090,0.02105607073268606,5,0
567244,0.009594001868626634,1,0
867,0.019642875927213477,4,0
342738,0.006637024527013369,0,0
186956,0.012615737151312423,2,1
508507,0.017409929658254775,3,0
449479,0.008427031532131701,1,0
188824,0.02920535801152868,7,0
312149,0.014776720116258302,2,0
418517,0.01746304712350516,3,1
104953,0.03658023888875073,9,0
171401,0.020388760243220116,4,0
380293,0.02565805683069433,6,0
109353,0.02039814465668144,4,1
173896,0.007098047336219382,0,1
13351,0.02424143895734776,5,1
77449,0.02161201726102785,5,0
45807,0.004838778090975104,0,1
24633,0.0313100449936094,7,0
477844,0.02041375803314227,4,1
16755,0.028876109538021444,7,1
6270,0.004899071125611998,0,0
40890,0.013787454409941391,2,1
2066,0.015212820670780947,2,1
72088,0.010968729891977946,1,0
421002,0.015484156296624307,2,1
621022,0.009720674657249462,1,1
8755,0.02041375803314227,4,0
71688,0.026244185912191742,6,0
44967,0.030337467807999674,7,0
196371,0.02296978522575599,5,0
399146,0.04053921486829415,9,0
515757,0.0199567795556711,4,0
548388,0.01985857983156608,4,0
476948,0.02679777055582727,6,0
512413,0.03343943313107489,8,1
607080,0.034064572484474975,8,0
431261,0.01721929781701531,3,0
164834,0.031215887240012785,7,1
476005,0.03136465388734255,7,1
2760,0.031125245402905122,7,0
631692,0.01890270889877077,4,0
578670,0.023863432743821023,5,0
151842,0.02424143895734776,5,0
435907,0.030016083528848436,7,1
322228,0.03343943313107489,8,0
384899,0.017531765899602647,3,1
319123,0.04354670148211981,9,0
538903,0.027649196203061444,6,0
226064,0.016627712816715934,3,1
380946,0.006342894085146711,0,1
65343,0.03658023888875073,9,1
348882,0.03189362961646697,8,0
566013,0.03343943313107489,8,0
521813,0.02144604753968371,5,1
614850,0.04253154678491705,9,1
500861,0.03343943313107489,8,0
614625,0.015158584854409907,2,0
466699,0.00782317831311602,1,0
170580,0.004899071125611998,0,0
471206,0.014776720116258302,2,0
253184,0.04276448464058091,9,0
251673,0.03980501546313503,9,1
254163,0.014931997072338221,2,0
161745,0.024409629153375356,6,0
194273,0.03192838399670328,8,0
235852,0.01324485900002953,2,1
308856,0.028445131515872357,7,0
5322,0.023664470552953898,5,0
332421,0.026138147068689888,6,0
142689,0.03757692679153918,9,1
18347,0.007040472969888079,0,1
400846,0.005417123321118933,0,0
467934,0.030851418224672966,7,0
266202,0.025822504194842333,6,1
146255,0.007779403263268148,1,1
123743,0.04276448464058091,9,0
149522,0.026301345672548715,6,1
597341,0.04276448464058091,9,1
294448,0.017517879956587434,3,0
506627,0.014080193306818811,2,0
547581,0.03980501546313503,9,1
564980,0.0014847970756913798,0,0
238618,0.02424143895734776,5,0
25589,0.04276448464058091,9,1
578173,0.00998595945623898,1,0
571926,0.01589353959362777,2,0
74635,0.001380142352566338,0,1
600217,0.02083687354349717,4,0
83994,0.04276448464058091,9,0
370537,0.027755235046563187,6,1
622980,0.02565805683069433,6,1
148258,0.024993943763624238,6,0
6754,0.017531765899602647,3,0
89819,0.03980501546313503,9,0
540717,0.010009370348276703,1,0
70298,0.02424143895734776,5,0
418257,0.02920535801152868,7,1
304454,0.016627712816715934,3,0
366853,0.03380687612076699,8,0
4622,0.024044716271198974,5,0
3325,0.006798553123748274,0,0
375046,0.01746304712350516,3,1
308810,0.025254624118082047,6,0
264250,0.01770987305174304,3,1
523745,0.016627712816715934,3,0
392851,0.014229496819825271,2,0
309418,0.04986426637780034,9,1
400105,0.03872046347955138,9,1
632533,0.024298213204396457,6,1
564529,0.027230361080083587,6,0
312991,0.01553694661191457,2,0
620418,0.038109446783955614,9,1
379066,0.011000771527675313,1,0
190015,0.015214570758340595,2,1
312336,0.01828041212617093,4,1
346055,0.04276448464058091,9,0
499278,0.013465243707190655,2,1
465499,0.025920678287746857,6,0
483973,0.030114049778341367,7,0
166822,0.007040472969888079,0,0
221130,0.01530742026394899,2,1
593365,0.008058803117190538,1,0
208878,0.03658023888875073,9,0
480150,0.03980501546313503,9,1
557709,0.00998595945623898,1,0
178646,0.04200425814492459,9,1
